SCORE,OpenCriticURL,SaleEnds,SaleStarted,LowestPrice,MainStory,MainExtra,Completionist,PlusPrice,PlusDiscount,PlusPercentOff,Publisher,ReleaseDate,genre,PercentOff,Title,OriginalTitle,Slug,id,Image,IsPS4,IsPS5,Popularity,CampaignName,CampaignCategoryId,Region,url,platform,ESRBRating,MexPrice,idPrice,idSalePrice,inPrice,inSalePrice,sgPrice,sgSalePrice,trPrice,trSalePrice,usPrice,usSalePrice,hkPrice,hkSalePrice
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Unique,60%,Swordbreaker The Game,Swordbreaker The Game,swordbreaker-the-game-ps4,EP1661-CUSA19533_00-SYPS4SWORDBREAKE,https://image.api.playstation.com/vulcan/ap/rnd/202006/2511/mRu2s4OOQcMU3cQpEGmXa6Xc.png?w=200,1,0,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP1661-CUSA19533_00-SYPS4SWORDBREAKE,Playstation,TRD,null,,,415,166,,,17500,7000,4.99,1.99,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Unique,90%,Umihara Kawase BaZooKa!,Umihara Kawase BaZooKa!,umihara-kawase-bazooka-ps4,EP8204-CUSA20075_00-UMHRKWSBAZOOKA00,https://image.api.playstation.com/vulcan/ap/rnd/202009/0913/8NQFgnkmwseVfe11sdsDZhhE.png?w=200,1,0,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP8204-CUSA20075_00-UMHRKWSBAZOOKA00,Playstation,TRD,null,,,1999,199,,,1.04900,10490,29.99,2.99,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Unique,70%,Rebel Galaxy Outlaw,Rebel Galaxy Outlaw,rebel-galaxy-outlaw-ps4,EP0222-CUSA20623_00-REBELGALAXY20000,https://image.api.playstation.com/vulcan/ap/rnd/202009/0121/YBkWvlsr3bLcuCGu629iYZx1.png?w=200,1,0,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP0222-CUSA20623_00-REBELGALAXY20000,Playstation,TRD,null,,,2497,749,,,1.29900,38970,29.99,8.99,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Unique,50%,Active Neurons 2,Active Neurons 2,active-neurons-2-ps4,EP1661-CUSA20161_00-SYPS4ACTIVENEUR2,https://image.api.playstation.com/vulcan/ap/rnd/202008/0312/1xrYowE335ajw35u4dM7vY6F.png?w=200,1,0,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP1661-CUSA20161_00-SYPS4ACTIVENEUR2,Playstation,TRD,null,,,415,207,,,17500,8750,4.99,2.49,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Unique,75%,Mask of Mists,Mask of Mists,mask-of-mists-ps4,EP1661-CUSA20162_00-SYPS4MASKOFMISTS,https://image.api.playstation.com/vulcan/ap/rnd/202006/2422/OeMMn1mcpGXeIvauFNEh0HEl.png?w=200,1,0,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP1661-CUSA20162_00-SYPS4MASKOFMISTS,Playstation,TRD,null,,,1248,312,,,52500,13125,14.99,3.74,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Unique,60%,The Savior's Gang,The Savior's Gang,the-saviors-gang-ps4,EP3729-CUSA23817_00-THESAVIORSGANG00,https://image.api.playstation.com/cdn/UP3876/CUSA15820_00/2dpijudocGu9yg0HY7WfGBx8T5pw0RhS.png?w=200,1,0,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP3729-CUSA23817_00-THESAVIORSGANG00,Playstation,TRD,null,,,415,166,,,21500,8600,4.99,1.99,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Unique,70%,Hypnospace Outlaw,Hypnospace Outlaw,hypnospace-outlaw-ps4,EP3999-CUSA19126_00-HYPNOSPACEOUTLEU,https://image.api.playstation.com/vulcan/ap/rnd/202008/0613/8UEGC5jRSdnTQA3jInrig8eP.png?w=200,1,0,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP3999-CUSA19126_00-HYPNOSPACEOUTLEU,Playstation,TRD,null,,,1415,424,,,73000,21900,19.99,5.99,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Unique,65%,Norman's Great Illusion,Norman's Great Illusion,normans-great-illusion-ps4,EP1661-CUSA20163_00-SYPS4NORMANSGREA,https://image.api.playstation.com/vulcan/ap/rnd/202007/0714/lK6YpHBJ25OeL6r7VGOD0Mj1.png?w=200,1,0,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP1661-CUSA20163_00-SYPS4NORMANSGREA,Playstation,TRD,null,,,415,145,,,17500,6125,4.99,1.74,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Unique,60%,Escape From Tethys,Escape From Tethys,escape-from-tethys-ps4,EP1661-CUSA20198_00-SYPS4ESCAPTETHYS,https://image.api.playstation.com/vulcan/ap/rnd/202006/2510/jJSYHfyuYiHG6tB9iOm6knsV.png?w=200,1,0,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP1661-CUSA20198_00-SYPS4ESCAPTETHYS,Playstation,TRD,null,,,832,332,,,34900,13960,9.99,3.99,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Unique,70%,Steam Tactics,Steam Tactics,steam-tactics-ps4,EP1661-CUSA15637_00-SYPS4STEAMTACTIC,https://image.api.playstation.com/vulcan/ap/rnd/202006/2419/DOluZNCD8YHdnjv4WPTEPiJU.png?w=200,1,0,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP1661-CUSA15637_00-SYPS4STEAMTACTIC,Playstation,TRD,null,,,699,209,,,34900,10470,9.99,2.99,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Driving/Racing,25%,iRacing Arcade,iRacing Arcade,iracing-arcade-ps5,JP5574-PPSA36861_00-0899716810529852,https://image.api.playstation.com/vulcan/ap/rnd/202606/0322/9873435bac9b89ce6f68f167818bbd629d67030149b2ca7e.png?w=200,0,1,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/JP5574-PPSA36861_00-0899716810529852,Playstation,TRD,null,,,2081,1560,,,1.07900,80925,24.99,18.74,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Driving/Racing,80%,Race Your Friends Bundle,Race Your Friends Bundle,race-your-friends-bundle-ps4-ps5,EP4395-CUSA11573_00-RACEYOURFRIENDSB,https://image.api.playstation.com/vulcan/ap/rnd/202512/1521/10e7bc384d2a71f63393b3ecfe06353e94acaa31c54b7028.png?w=200,1,1,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP4395-CUSA11573_00-RACEYOURFRIENDSB,Playstation,TRD,null,,,2913,582,,,1.49900,29980,,,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Driving/Racing,60%,ExoCross,ExoCross,exocross-ps4-ps5,UP7951-PPSA09689_00-2214775524052532,https://image.api.playstation.com/vulcan/ap/rnd/202406/1921/da6b77fc5110e66bf9d0e46d9334220acfabe51b42d1f56e.png?w=200,1,1,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/UP7951-PPSA09689_00-2214775524052532,Playstation,TRD,null,,,1664,665,,,84900,33960,19.99,7.99,,
,,2026-10-07T22:59:00.000Z,2026-09-23,/game/84034,8,15,25,,,,,0000-00-00,Driving/Racing,80%,You Suck at Parking®,You Suck at Parking®,you-suck-at-parking-ps4-ps5,EP6286-PPSA08894_00-7976729485038552,https://image.api.playstation.com/vulcan/ap/rnd/202303/2109/8f16f54304b3321ceb401aaaf6c1fcf3342325f77512e217.png?w=200,1,1,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP6286-PPSA08894_00-7976729485038552,Playstation,TRD,null,,,1499,299,,,84900,16980,19.99,3.99,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Driving/Racing,50%,Super Woden GP,Super Woden GP PS4 & PS5,super-woden-gp-ps4-ps5,EP2005-PPSA07212_00-SUPERWODENGP0000,https://image.api.playstation.com/vulcan/ap/rnd/202209/2208/0elB8I60Hml2DZA6Kxe1Ll9c.png?w=200,1,1,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP2005-PPSA07212_00-SUPERWODENGP0000,Playstation,TRD,null,,,998,499,,,41900,20950,11.99,5.99,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Driving/Racing,75%,Mini Madness,Mini Madness,mini-madness-ps4,EP4897-CUSA30842_00-2933074595529736,https://image.api.playstation.com/vulcan/ap/rnd/202110/2708/Uu7zxf1DFBPbENiJNcqj8o0P.png?w=200,1,0,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP4897-CUSA30842_00-2933074595529736,Playstation,TRD,null,,,832,208,,,34900,8725,9.99,2.49,,
,,2026-10-07T22:59:00.000Z,2026-09-23,/game/100595,,,,,,,,0000-00-00,Driving/Racing,65%,SRX: The Game,SRX: The Game,srx-the-game-ps4-ps5,EP1445-PPSA03166_00-SRX2021BASEPS5EU,https://image.api.playstation.com/vulcan/ap/rnd/202105/1503/Rc7FMFth8pewTUrSpCvoFHrb.png?w=200,1,1,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP1445-PPSA03166_00-SRX2021BASEPS5EU,Playstation,TRD,null,,,2497,873,,,,,29.99,10.49,,
,,2026-10-07T22:59:00.000Z,2026-09-23,/game/109478,1,2,4,,,,,0000-00-00,Fighting,75%,Final Vendetta,Final Vendetta,final-vendetta-ps4-ps5,EP5938-PPSA07058_00-FINALVENDETTAPS5,https://image.api.playstation.com/vulcan/ap/rnd/202204/0503/BcMZ1axf3eiOXfVlsVwmeDr5.png?w=200,1,1,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP5938-PPSA07058_00-FINALVENDETTAPS5,Playstation,TRD,null,,,1749,437,,,1.07900,26975,24.99,6.24,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Sport,60%,Virtual Surfing,Virtual Surfing,virtual-surfing-ps4-ps5,EP5644-PPSA14661_00-VIRTUALSURFINGEU,https://image.api.playstation.com/vulcan/ap/rnd/202312/2820/07dfdf8c90e223917710b8fbdf7764371e2146204c8f1ee5.png?w=200,1,1,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP5644-PPSA14661_00-VIRTUALSURFINGEU,Playstation,TRD,null,,,3330,1332,,,1.39900,55960,39.99,15.99,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Sport,60%,Virtual Surfing,Virtual Surfing,virtual-surfing-ps4,EP5644-CUSA26916_00-42679899VISURFEU,https://image.api.playstation.com/vulcan/ap/rnd/202312/2820/07dfdf8c90e223917710b8fbdf7764371e2146204c8f1ee5.png?w=200,1,0,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP5644-CUSA26916_00-42679899VISURFEU,Playstation,TRD,null,,,3330,1332,,,1.39900,55960,39.99,15.99,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Sport,60%,16-Bit Soccer,16-Bit Soccer,16-bit-soccer-ps4,EP4961-CUSA26186_00-SBSPS40000000001,https://image.api.playstation.com/vulcan/ap/rnd/202012/0310/4C26vnmHBjNhPmwWwUZkbyVT.png?w=200,1,0,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP4961-CUSA26186_00-SBSPS40000000001,Playstation,TRD,null,,,499,199,,,20900,8360,5.99,4.19,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Party,40%,Let's Cook Together 2,Let's Cook Together 2,lets-cook-together-2-ps4,EP5389-CUSA35806_00-8318986671811213,https://image.api.playstation.com/vulcan/ap/rnd/202502/1412/bb14309433c218de3534f7e18fa11998711e3343aeb68562.png?w=200,1,0,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP5389-CUSA35806_00-8318986671811213,Playstation,TRD,null,,,1498,898,,,62900,37740,14.99,8.99,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Party,75%,Them Bombs,Them Bombs,them-bombs-ps4,EP5389-CUSA30844_00-7683223124439660,https://image.api.playstation.com/vulcan/ap/rnd/202203/1611/ftowqxpuwQohsvv3JXdCxMRw.png?w=200,1,0,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP5389-CUSA30844_00-7683223124439660,Playstation,TRD,null,,,665,166,,,27900,6975,7.99,1.99,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Simulator,30%,Junkyard Builder & Arena Renovation Bundle,Junkyard Builder & Arena Renovation Bundle,junkyard-builder-and-arena-renovation-bundle-ps5,UP8381-PPSA30927_00-JUNKYARDARENAREN,https://image.api.playstation.com/vulcan/ap/rnd/202605/0509/b5b02195f92f825b81eb67eaa1e98f1ac5f7810a1e4150e9.png?w=200,0,1,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/UP8381-PPSA30927_00-JUNKYARDARENAREN,Playstation,TRD,null,,,2705,1893,,,1.41900,99330,31.49,22.04,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Simulator,30%,Junkyard Builder & Farmer's Life Bundle,Junkyard Builder & Farmer's Life Bundle,junkyard-builder-and-farmers-life-bundle-ps5,UP8381-PPSA30927_00-JUNKYARDFARMER00,https://image.api.playstation.com/vulcan/ap/rnd/202605/0508/60dae88a19223d7e6928dc11d966256cb2c9688d24bafc5a.png?w=200,0,1,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/UP8381-PPSA30927_00-JUNKYARDFARMER00,Playstation,TRD,null,,,2705,1893,,,1.41900,99330,31.49,22.04,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Simulator,30%,The Brew Barons,The Brew Barons,the-brew-barons-ps5,EB1784-PPSA30631_00-0172864945735769,https://image.api.playstation.com/vulcan/ap/rnd/202505/2616/65dece85cf810a651fe0f4d3ad0b697011e61dc7a1743c87.png?w=200,0,1,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EB1784-PPSA30631_00-0172864945735769,Playstation,TRD,null,,,1664,1164,,,84900,59430,21.99,15.39,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Simulator,50%,Blacksmith Simulator,Blacksmith Simulator,blacksmith-simulator-ps5,EP4476-PPSA30645_00-0563674528020251,https://image.api.playstation.com/vulcan/ap/rnd/202503/2513/437db49ee2f75c991b89c17a8316a419e3317aa1f7ae9191.png?w=200,0,1,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP4476-PPSA30645_00-0563674528020251,Playstation,TRD,null,,,249,124,,,12900,6450,2.99,1.49,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Simulator,50%,Blacksmith Simulator,Blacksmith Simulator,blacksmith-simulator-ps4,EP4476-CUSA54979_00-0842901155240866,https://image.api.playstation.com/vulcan/ap/rnd/202503/2513/437db49ee2f75c991b89c17a8316a419e3317aa1f7ae9191.png?w=200,1,0,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP4476-CUSA54979_00-0842901155240866,Playstation,TRD,null,,,249,124,,,12900,6450,2.99,1.49,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Simulator,70%,Shop Simulator Supermarket Gold Edition,Shop Simulator Supermarket Gold Edition,shop-simulator-supermarket-gold-edition-ps5,UB0990-PPSA26015_00-0848655567756009,https://image.api.playstation.com/vulcan/ap/rnd/202506/1708/cd9fb5535ac97b06445acc076ceb380cc8c002ae0a1fd754.png?w=200,0,1,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/UB0990-PPSA26015_00-0848655567756009,Playstation,TRD,null,,,1082,324,,,54900,16470,12.99,3.89,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Simulator,30%,Gold & Ship Bundle: Gold Mining & Ship Graveyard Simulator,Gold & Ship Bundle: Gold Mining & Ship Graveyard Simulator,gold-and-ship-bundle-gold-mining-and-ship-graveyard-simulator-ps4,EP5987-CUSA39291_00-GMS1SGS1BUNDLE02,https://image.api.playstation.com/vulcan/ap/rnd/202504/1513/c653f5ba673231eedc19433e7d8ea14fe663c1672ae1e6d3.png?w=200,1,0,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP5987-CUSA39291_00-GMS1SGS1BUNDLE02,Playstation,TRD,null,,,2705,1893,,,1.14900,80430,33.99,23.79,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Simulator,70%,Shop Simulator: Supermarket,Shop Simulator: Supermarket,shop-simulator-supermarket-ps4,UB0990-CUSA53612_00-0762961418834440,https://image.api.playstation.com/vulcan/ap/rnd/202506/0221/49c2e82467c846e3a0233945f238b677559ab882783f77eb.png?w=200,1,0,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/UB0990-CUSA53612_00-0762961418834440,Playstation,TRD,null,,,832,249,,,34900,10470,9.99,2.99,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Simulator,70%,Shop Simulator: Supermarket,Shop Simulator: Supermarket,shop-simulator-supermarket-ps5,UB0990-PPSA26015_00-0113683755550605,https://image.api.playstation.com/vulcan/ap/rnd/202506/0221/49c2e82467c846e3a0233945f238b677559ab882783f77eb.png?w=200,0,1,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/UB0990-PPSA26015_00-0113683755550605,Playstation,TRD,null,,,832,249,,,34900,10470,9.99,2.99,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,"Brain Training, Educational, Quiz",40%,Geo IQ World Master,Geo IQ World Master,geo-iq-world-master-ps5,HB2024-PPSA37789_00-0292037808657430,https://image.api.playstation.com/vulcan/ap/rnd/202603/0216/5950f91e879b608f7dc67e26e844bc876ae4eb5f4583064f.png?w=200,0,1,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/HB2024-PPSA37789_00-0292037808657430,Playstation,TRD,null,,,415,249,,,21500,12900,4.99,2.99,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,"Brain Training, Music/Rhythm",50%,Beat Heaven Symphony,Beat Heaven Symphony,beat-heaven-symphony-ps4,EP5823-CUSA53563_00-BEATHEAVENSYMPEU,https://image.api.playstation.com/vulcan/ap/rnd/202504/1111/6912c017c137029a1c520116371dc54690de4804b9ec6977.png?w=200,1,0,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP5823-CUSA53563_00-BEATHEAVENSYMPEU,Playstation,TRD,null,,,82,41,,,4200,2100,0.99,0.49,,
,,2026-10-07T22:59:00.000Z,2026-09-23,/game/57487,2,3,5,,,,,0000-00-00,Brain Training,70%,Hexologic,Hexologic,hexologic-ps5,EP7592-PPSA17401_00-00HEXOLOGICPS5EU,https://image.api.playstation.com/vulcan/ap/rnd/202311/1611/3a11fcbcc65e114ba2f2a0f14d1fe9b4eec536383eb5226d.png?w=200,0,1,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP7592-PPSA17401_00-00HEXOLOGICPS5EU,Playstation,TRD,null,,,832,249,,,34900,10470,9.99,2.99,,
,,2026-10-07T22:59:00.000Z,2026-09-23,/game/57487,2,3,5,,,,,0000-00-00,Brain Training,70%,Hexologic,Hexologic,hexologic-ps4,EP7592-CUSA44208_00-00HEXOLOGICPS4EU,https://image.api.playstation.com/vulcan/ap/rnd/202311/1611/3a11fcbcc65e114ba2f2a0f14d1fe9b4eec536383eb5226d.png?w=200,1,0,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP7592-CUSA44208_00-00HEXOLOGICPS4EU,Playstation,TRD,null,,,832,249,,,34900,10470,9.99,2.99,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,"Brain Training, Music/Rhythm",50%,Alone Musc,Alone Musc,alone-musc-ps4,EP5823-CUSA45345_00-0304632358864665,https://image.api.playstation.com/vulcan/ap/rnd/202309/0712/34a9be8b3abf24bd7b57edb6a9511b643c90f7f23d8e5e9d.png?w=200,1,0,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP5823-CUSA45345_00-0304632358864665,Playstation,TRD,null,,,166,83,,,8500,4250,1.99,0.99,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,"Brain Training, Music/Rhythm",50%,Alone Musc Halloween Avatar Bundle,Alone Musc Halloween Avatar Bundle,alone-musc-halloween-avatar-bundle-ps4,EP5823-CUSA45345_00-ERIKGAMESAVATAR1,https://image.api.playstation.com/vulcan/ap/rnd/202309/2110/91ca52abbab38d84f3b6260c47e7e6c6515b1e892f8c5bbf.png?w=200,1,0,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP5823-CUSA45345_00-ERIKGAMESAVATAR1,Playstation,TRD,null,,,415,207,,,21500,10750,4.99,2.49,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Brain Training,50%,BRAIN BREAKER BEST AVATARS PREMIUM BUNDLE,BRAIN BREAKER BEST AVATARS PREMIUM BUNDLE,brain-breaker-best-avatars-premium-bundle-ps4,EP5823-CUSA16329_00-ERIKGAMESTHAV701,https://image.api.playstation.com/vulcan/img/cfn/11307VaGXRNL8LxMti-ulLvrNP4xlAjcZd7TFnFqLe7egQOYSNW-THrUADuqCDNSpSuL85334mPvbO2yoUTTESaR15QvrMV9.png?w=200,1,0,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP5823-CUSA16329_00-ERIKGAMESTHAV701,Playstation,TRD,null,,,415,207,,,21500,10750,,,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Brain Training,50%,Brain Breaker,Brain Breaker,brain-breaker-ps4,EP5823-CUSA16329_00-EGBRAINBREAKER01,https://image.api.playstation.com/vulcan/img/cfn/1130722Y67uzl2rkZTE6XUTWCOLKyQFeoObHnFfhtEvTy0YkY80fBJwonDPE450HWY32cqsojOXsTeG9qms4IjqcgokIu7Tg.png?w=200,1,0,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP5823-CUSA16329_00-EGBRAINBREAKER01,Playstation,TRD,null,,,99,49,,,5100,2550,,,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Music/Rhythm,75%,LOUD: My Road To Fame - Complete Edition,LOUD: My Road To Fame - Complete Edition,loud-my-road-to-fame-complete-edition-ps4,EP6170-CUSA37296_00-0160471001107173,https://image.api.playstation.com/vulcan/ap/rnd/202606/1506/8e1136dbd0b0757988a5d95f7efb92f9a9530adc3f7cae5a.png?w=200,1,0,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP6170-CUSA37296_00-0160471001107173,Playstation,TRD,null,,,1331,332,,,68700,17175,15.99,3.99,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Music/Rhythm,50%,Beauty Clicker 2 Avatar Bundle,Beauty Clicker 2 Avatar Bundle,beauty-clicker-2-avatar-bundle-ps5,EP4476-PPSA34662_00-0256723849315358,https://image.api.playstation.com/vulcan/ap/rnd/202512/1008/4b502aa2a8b7e6d9f42122294c0e412994c76ff2c7861362.png?w=200,0,1,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP4476-PPSA34662_00-0256723849315358,Playstation,TRD,null,,,415,207,,,21500,10750,4.99,2.49,,
,,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Music/Rhythm,50%,Beauty Clicker 2,Beauty Clicker 2,beauty-clicker-2-ps5,EP4476-PPSA34662_00-0589586051641915,https://image.api.playstation.com/vulcan/ap/rnd/202511/1412/14bf988739e3ddedbf87a8cb94a99992c1bf6c969a449c72.png?w=200,0,1,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP4476-PPSA34662_00-0589586051641915,Playstation,TRD,null,,,124,62,,,6400,3200,1.49,0.74,,
